monster1,monster2,m1_win_pct,m2_win_pct,balance
Giant Shark,Ice Devil,33.5,66.5,33.5
Giant Shark,Young Blue Dragon,33.5,66.5,33.5
Giant Toad,Tiger,33.5,66.5,33.5
Giant Wasp,Noble,66.5,33.5,33.5
Giant Wolf Spider,Panther,33.5,66.5,33.5
Goblin,Violet Fungus,66.5,33.5,33.5
Gold Dragon Wyrmling,Owlbear,66.5,33.5,33.5
Green Hag,"Vampire, Bat Form",33.5,66.5,33.5
Griffon,Silver Dragon Wyrmling,33.5,66.5,33.5
Hunter Shark,Saber-Toothed Tiger,66.5,33.5,33.5
Jackal,Lizard,66.5,33.5,33.5
Kobold,Mule,33.5,66.5,33.5
Lion,Warhorse Skeleton,33.5,66.5,33.5
Manticore,Mummy,66.5,33.5,33.5
Merrow,Succubus/Incubus,33.5,66.5,33.5
Mummy,Silver Dragon Wyrmling,33.5,66.5,33.5
Mummy Lord,Young White Dragon,33.5,66.5,33.5
Nalfeshnee,Remorhaz,33.5,66.5,33.5
Ogre Zombie,Plesiosaurus,33.5,66.5,33.5
Oni,Otyugh,33.5,66.5,33.5
Owlbear,"Wereboar, Boar Form",66.5,33.5,33.5
Owlbear,"Wereboar, Hybrid Form",66.5,33.5,33.5
Phase Spider,Swarm of Poisonous Snakes,33.5,66.5,33.5
Polar Bear,Sea Hag,33.5,66.5,33.5
Polar Bear,Swarm of Quippers,66.5,33.5,33.5
Rakshasa,Salamander,66.5,33.5,33.5
Rhinoceros,Sea Hag,66.5,33.5,33.5
Rhinoceros,Unicorn,33.5,66.5,33.5
Riding Horse,Wolf,66.5,33.5,33.5
Saber-Toothed Tiger,"Wereboar, Boar Form",33.5,66.5,33.5
Saber-Toothed Tiger,"Wereboar, Hybrid Form",33.5,66.5,33.5
Satyr,Thug,66.5,33.5,33.5
Thug,Warhorse,33.5,66.5,33.5
Tiger,Wight,66.5,33.5,33.5
Treant,Young Blue Dragon,33.5,66.5,33.5
Animated Armor,Azer,33.0,67.0,33.0
Ankheg,Giant Boar,67.0,33.0,33.0
Ankheg,Giant Scorpion,67.0,33.0,33.0
Awakened Shrub,Giant Centipede,33.0,67.0,33.0
Axe Beak,Ghoul,33.0,67.0,33.0
Badger,Cat,67.0,33.0,33.0
Balor,Solar,33.0,67.0,33.0
Basilisk,Hell Hound,67.0,33.0,33.0
Berserker,Hunter Shark,67.0,33.0,33.0
Berserker,Spirit Naga,33.0,67.0,33.0
Black Dragon Wyrmling,Giant Hyena,33.0,67.0,33.0
Black Dragon Wyrmling,Merrow,33.0,67.0,33.0
Black Pudding,Giant Octopus,33.0,67.0,33.0
Blue Dragon Wyrmling,Owlbear,33.0,67.0,33.0
Boar,Mule,67.0,33.0,33.0
Bronze Dragon Wyrmling,Griffon,33.0,67.0,33.0
Camel,Steam Mephit,33.0,67.0,33.0
Centaur,Sea Hag,33.0,67.0,33.0
Chuul,Ettin,67.0,33.0,33.0
Cockatrice,Sahuagin,67.0,33.0,33.0
Copper Dragon Wyrmling,Mage,67.0,33.0,33.0
Crab,Eagle,33.0,67.0,33.0
Crocodile,Giant Eagle,33.0,67.0,33.0
Cult Fanatic,Riding Horse,67.0,33.0,33.0
Darkmantle,Gnoll,67.0,33.0,33.0
Deer,Homunculus,33.0,67.0,33.0
Drow,Magmin,67.0,33.0,33.0
Duergar,Wight,33.0,67.0,33.0
Dust Mephit,Imp,67.0,33.0,33.0
Elk,Giant Wasp,67.0,33.0,33.0
Elk,Panther,67.0,33.0,33.0
Erinyes,"Vampire, Bat Form",67.0,33.0,33.0
Ettin,Gladiator,33.0,67.0,33.0
Flying Sword,Giant Poisonous Snake,67.0,33.0,33.0
Flying Sword,Swarm of Bats,67.0,33.0,33.0
Gelatinous Cube,Ghost,33.0,67.0,33.0
Ghost,Giant Elk,67.0,33.0,33.0
Ghoul,Giant Goat,67.0,33.0,33.0
Giant Eagle,Orc,67.0,33.0,33.0
Giant Eagle,Thug,67.0,33.0,33.0
Giant Frog,Giant Wolf Spider,67.0,33.0,33.0
Giant Poisonous Snake,Reef Shark,33.0,67.0,33.0
Giant Sea Horse,Ice Mephit,67.0,33.0,33.0
Giant Wolf Spider,Violet Fungus,67.0,33.0,33.0
Glabrezu,Treant,67.0,33.0,33.0
Green Hag,Minotaur,67.0,33.0,33.0
Guardian Naga,Water Elemental,67.0,33.0,33.0
Half-Red Dragon Veteran,Knight,33.0,67.0,33.0
Hobgoblin,Magmin,67.0,33.0,33.0
Hunter Shark,Succubus/Incubus,67.0,33.0,33.0
Invisible Stalker,Wyvern,33.0,67.0,33.0
Lion,Mage,67.0,33.0,33.0
Magmin,Swarm of Rats,33.0,67.0,33.0
Minotaur,Vrock,67.0,33.0,33.0
Minotaur Skeleton,Vrock,33.0,67.0,33.0
Ogre,"Wereboar, Boar Form",67.0,33.0,33.0
Ogre,"Wereboar, Hybrid Form",67.0,33.0,33.0
Owlbear,Winter Wolf,33.0,67.0,33.0
Phase Spider,White Dragon Wyrmling,33.0,67.0,33.0
Salamander,Xorn,33.0,67.0,33.0
Spirit Naga,Vampire Spawn,67.0,33.0,33.0
Troll,"Weretiger, Hybrid Form",33.0,67.0,33.0
Troll,"Weretiger, Tiger Form",33.0,67.0,33.0
Wraith,Wyvern,67.0,33.0,33.0
Acolyte,Stirge,67.5,32.5,32.5
Adult Brass Dragon,Young Silver Dragon,67.5,32.5,32.5
Adult Copper Dragon,Young Gold Dragon,67.5,32.5,32.5
Adult Copper Dragon,Young Red Dragon,67.5,32.5,32.5
Adult Green Dragon,Fire Giant,32.5,67.5,32.5
Animated Armor,Giant Scorpion,32.5,67.5,32.5
Animated Armor,Giant Toad,67.5,32.5,32.5
Archmage,Mimic,67.5,32.5,32.5
Axe Beak,Rust Monster,32.5,67.5,32.5
Baboon,Octopus,32.5,67.5,32.5
Bandit,Steam Mephit,67.5,32.5,32.5
Bandit Captain,Centaur,67.5,32.5,32.5
Bandit Captain,Gibbering Mouther,32.5,67.5,32.5
Barbed Devil,Knight,67.5,32.5,32.5
Basilisk,Silver Dragon Wyrmling,32.5,67.5,32.5
Bearded Devil,Tiger,67.5,32.5,32.5
Black Dragon Wyrmling,Hell Hound,32.5,67.5,32.5
Blink Dog,Gnoll,32.5,67.5,32.5
Blood Hawk,Dryad,32.5,67.5,32.5
Blood Hawk,Giant Badger,32.5,67.5,32.5
Blue Dragon Wyrmling,Vampire Spawn,32.5,67.5,32.5
Boar,Imp,32.5,67.5,32.5
Brass Dragon Wyrmling,Giant Spider,32.5,67.5,32.5
Bugbear,Gelatinous Cube,32.5,67.5,32.5
Bugbear,Tiger,67.5,32.5,32.5
Centaur,Saber-Toothed Tiger,32.5,67.5,32.5
Chain Devil,Chuul,67.5,32.5,32.5
Clay Golem,Gynosphinx,32.5,67.5,32.5
Copper Dragon Wyrmling,White Dragon Wyrmling,32.5,67.5,32.5
Couatl,Green Hag,67.5,32.5,32.5
Crab,Lizard,67.5,32.5,32.5
Crocodile,Lion,32.5,67.5,32.5
Cult Fanatic,Darkmantle,32.5,67.5,32.5
Deep Gnome (Svirfneblin),Giant Poisonous Snake,67.5,32.5,32.5
Drider,Medusa,32.5,67.5,32.5
Drow,Giant Sea Horse,67.5,32.5,32.5
Dust Mephit,Magma Mephit,67.5,32.5,32.5
Dust Mephit,Swarm of Bats,32.5,67.5,32.5
Flying Sword,"Wererat, Human Form",32.5,67.5,32.5
Frost Giant,Stone Golem,32.5,67.5,32.5
Ghast,Giant Elk,32.5,67.5,32.5
Ghost,Gold Dragon Wyrmling,32.5,67.5,32.5
Ghoul,"Wererat, Hybrid Form",67.5,32.5,32.5
Ghoul,"Wererat, Rat Form",67.5,32.5,32.5
Giant Badger,Magmin,32.5,67.5,32.5
Giant Badger,Quasit,67.5,32.5,32.5
Giant Frog,Scout,32.5,67.5,32.5
Giant Goat,Gnoll,67.5,32.5,32.5
Giant Weasel,Giant Wolf Spider,67.5,32.5,32.5
Goblin,Wolf,32.5,67.5,32.5
Grimlock,Riding Horse,32.5,67.5,32.5
Harpy,Swarm of Ravens,67.5,32.5,32.5
Imp,Priest,32.5,67.5,32.5
Imp,Scout,32.5,67.5,32.5
Invisible Stalker,Wraith,32.5,67.5,32.5
Jackal,Octopus,32.5,67.5,32.5
Mage,"Wererat, Human Form",67.5,32.5,32.5
Minotaur Skeleton,Salamander,32.5,67.5,32.5
Nalfeshnee,Purple Worm,67.5,32.5,32.5
Owlbear,Troll,32.5,67.5,32.5
Plesiosaurus,Vrock,32.5,67.5,32.5
Poisonous Snake,Sprite,67.5,32.5,32.5
Rhinoceros,Spirit Naga,32.5,67.5,32.5
Sea Hag,Vampire Spawn,32.5,67.5,32.5
Adult Green Dragon,Cloud Giant,68.0,32.0,32.0
Assassin,Knight,32.0,68.0,32.0
Axe Beak,Drow,68.0,32.0,32.0
Azer,Giant Octopus,32.0,68.0,32.0
Bandit,Magmin,32.0,68.0,32.0
Barbed Devil,Red Dragon Wyrmling,32.0,68.0,32.0
Bearded Devil,White Dragon Wyrmling,68.0,32.0,32.0
Behir,Stone Golem,68.0,32.0,32.0
Berserker,Saber-Toothed Tiger,68.0,32.0,32.0
Berserker,Unicorn,32.0,68.0,32.0
Blink Dog,Giant Crab,68.0,32.0,32.0
Blood Hawk,Goblin,32.0,68.0,32.0
Bone Devil,Hezrou,32.0,68.0,32.0
Brass Dragon Wyrmling,Copper Dragon Wyrmling,32.0,68.0,32.0
Brass Dragon Wyrmling,Deep Gnome (Svirfneblin),68.0,32.0,32.0
Bronze Dragon Wyrmling,Gelatinous Cube,32.0,68.0,32.0
Bugbear,Mummy,32.0,68.0,32.0
Cat,Crab,68.0,32.0,32.0
Cat,Giant Fire Beetle,32.0,68.0,32.0
Constrictor Snake,Priest,32.0,68.0,32.0
Copper Dragon Wyrmling,"Wererat, Human Form",68.0,32.0,32.0
Couatl,Wraith,68.0,32.0,32.0
Cultist,Giant Weasel,32.0,68.0,32.0
Darkmantle,Swarm of Beetles,32.0,68.0,32.0
Darkmantle,Swarm of Centipedes,32.0,68.0,32.0
Darkmantle,Swarm of Insects,32.0,68.0,32.0
Darkmantle,Swarm of Spiders,32.0,68.0,32.0
Darkmantle,Swarm of Wasps,32.0,68.0,32.0
Death Dog,Warhorse Skeleton,32.0,68.0,32.0
Deep Gnome (Svirfneblin),"Wererat, Human Form",32.0,68.0,32.0
Djinni,Roper,32.0,68.0,32.0
Djinni,Young Black Dragon,68.0,32.0,32.0
Draft Horse,Hippogriff,68.0,32.0,32.0
Draft Horse,Orc,68.0,32.0,32.0
Draft Horse,Thug,68.0,32.0,32.0
Drider,Manticore,68.0,32.0,32.0
Drow,Reef Shark,32.0,68.0,32.0
Duergar,Ettercap,32.0,68.0,32.0
Gargoyle,Giant Boar,32.0,68.0,32.0
Ghast,White Dragon Wyrmling,68.0,32.0,32.0
Ghost,Sea Hag,68.0,32.0,32.0
Ghoul,Reef Shark,68.0,32.0,32.0
Ghoul,Spy,68.0,32.0,32.0
Giant Badger,Steam Mephit,68.0,32.0,32.0
Giant Crab,Giant Wolf Spider,68.0,32.0,32.0
Giant Fire Beetle,Stirge,32.0,68.0,32.0
Giant Frog,Goblin,68.0,32.0,32.0
Giant Goat,Lizardfolk,68.0,32.0,32.0
Giant Octopus,Hunter Shark,32.0,68.0,32.0
Giant Rat,Goblin,32.0,68.0,32.0
Giant Rat (Diseased),Goblin,32.0,68.0,32.0
Giant Wasp,Priest,32.0,68.0,32.0
Gnoll,Swarm of Beetles,32.0,68.0,32.0
Gnoll,Swarm of Centipedes,32.0,68.0,32.0
Gnoll,Swarm of Insects,32.0,68.0,32.0
Gnoll,Swarm of Spiders,32.0,68.0,32.0
Gnoll,Swarm of Wasps,32.0,68.0,32.0
Goat,Kobold,32.0,68.0,32.0
Gray Ooze,Scout,32.0,68.0,32.0
Green Dragon Wyrmling,Tiger,68.0,32.0,32.0
Hippogriff,Lizardfolk,68.0,32.0,32.0
Knight,Minotaur Skeleton,32.0,68.0,32.0
Lizard,Owl,68.0,32.0,32.0
Mastiff,Mule,32.0,68.0,32.0
Mastiff,Stirge,68.0,32.0,32.0
Merrow,Will-o'-Wisp,68.0,32.0,32.0
Minotaur Skeleton,Wraith,32.0,68.0,32.0
Noble,Priest,32.0,68.0,32.0
Noble,Scout,32.0,68.0,32.0
Owl,Raven,68.0,32.0,32.0
Owl,Spider,68.0,32.0,32.0
Panther,Priest,32.0,68.0,32.0
Polar Bear,Saber-Toothed Tiger,32.0,68.0,32.0
Raven,Weasel,68.0,32.0,32.0
Sea Hag,Succubus/Incubus,68.0,32.0,32.0
Spider,Weasel,68.0,32.0,32.0
Swarm of Beetles,Warhorse Skeleton,32.0,68.0,32.0
Swarm of Centipedes,Warhorse Skeleton,32.0,68.0,32.0
Swarm of Insects,Warhorse Skeleton,32.0,68.0,32.0
Swarm of Spiders,Warhorse Skeleton,32.0,68.0,32.0
Swarm of Wasps,Warhorse Skeleton,32.0,68.0,32.0
Triceratops,Young Copper Dragon,68.0,32.0,32.0
Adult Green Dragon,Adult White Dragon,68.5,31.5,31.5
Ancient Blue Dragon,Ancient Bronze Dragon,68.5,31.5,31.5
Ancient Brass Dragon,Balor,68.5,31.5,31.5
Animated Armor,Swarm of Quippers,31.5,68.5,31.5
Ankheg,Hunter Shark,31.5,68.5,31.5
Ankheg,Veteran,31.5,68.5,31.5
Ape,Hobgoblin,68.5,31.5,31.5
Archmage,Giant Elk,31.5,68.5,31.5
Assassin,Saber-Toothed Tiger,68.5,31.5,31.5
Awakened Shrub,Vulture,68.5,31.5,31.5
Baboon,Hawk,68.5,31.5,31.5
Baboon,Quipper,68.5,31.5,31.5
Baboon,Weasel,68.5,31.5,31.5
Badger,Goat,31.5,68.5,31.5
Badger,Hawk,68.5,31.5,31.5
Badger,Quipper,68.5,31.5,31.5
Badger,Vulture,31.5,68.5,31.5
Badger,Weasel,68.5,31.5,31.5
Bandit Captain,Polar Bear,68.5,31.5,31.5
Basilisk,Berserker,31.5,68.5,31.5
Black Dragon Wyrmling,Polar Bear,31.5,68.5,31.5
Bone Devil,Clay Golem,31.5,68.5,31.5
Brass Dragon Wyrmling,Death Dog,31.5,68.5,31.5
Brass Dragon Wyrmling,Gnoll,68.5,31.5,31.5
Camel,Goblin,31.5,68.5,31.5
Chimera,"Vampire, Bat Form",31.5,68.5,31.5
Cloaker,Knight,68.5,31.5,31.5
Cloaker,Minotaur Skeleton,31.5,68.5,31.5
Constrictor Snake,Drow,31.5,68.5,31.5
Crab,Owl,68.5,31.5,31.5
Crocodile,Harpy,31.5,68.5,31.5
Crocodile,Satyr,31.5,68.5,31.5
Cult Fanatic,Hippogriff,31.5,68.5,31.5
Darkmantle,Harpy,31.5,68.5,31.5
Deva,"Werebear, Bear Form",31.5,68.5,31.5
Deva,"Werebear, Hybrid Form",31.5,68.5,31.5
Draft Horse,Spy,68.5,31.5,31.5
Drow,Giant Wasp,68.5,31.5,31.5
Drow,Panther,68.5,31.5,31.5
Duergar,Swarm of Beetles,68.5,31.5,31.5
Duergar,Swarm of Centipedes,68.5,31.5,31.5
Duergar,Swarm of Insects,68.5,31.5,31.5
Duergar,Swarm of Spiders,68.5,31.5,31.5
Duergar,Swarm of Wasps,68.5,31.5,31.5
Earth Elemental,Mummy Lord,68.5,31.5,31.5
Ettercap,Ghast,31.5,68.5,31.5
Gargoyle,Green Dragon Wyrmling,31.5,68.5,31.5
Ghast,Mummy,31.5,68.5,31.5
Giant Badger,Ice Mephit,31.5,68.5,31.5
Giant Bat,Thug,31.5,68.5,31.5
Giant Boar,Giant Elk,31.5,68.5,31.5
Giant Boar,Succubus/Incubus,31.5,68.5,31.5
Giant Centipede,Pseudodragon,31.5,68.5,31.5
Giant Constrictor Snake,Gold Dragon Wyrmling,31.5,68.5,31.5
Giant Crocodile,Lich,31.5,68.5,31.5
Giant Goat,Shadow,68.5,31.5,31.5
Giant Lizard,Scout,68.5,31.5,31.5
Giant Octopus,Will-o'-Wisp,68.5,31.5,31.5
Gnoll,Swarm of Bats,68.5,31.5,31.5
Green Dragon Wyrmling,"Werewolf, Hybrid Form",68.5,31.5,31.5
Green Dragon Wyrmling,"Werewolf, Wolf Form",68.5,31.5,31.5
Green Hag,Oni,68.5,31.5,31.5
Harpy,Phase Spider,31.5,68.5,31.5
Hezrou,Young Brass Dragon,68.5,31.5,31.5
Hippogriff,Reef Shark,68.5,31.5,31.5
Hobgoblin,Wolf,68.5,31.5,31.5
Homunculus,Kobold,31.5,68.5,31.5
Hunter Shark,Medusa,31.5,68.5,31.5
Invisible Stalker,Minotaur,31.5,68.5,31.5
Iron Golem,Remorhaz,31.5,68.5,31.5
Jackal,Quipper,68.5,31.5,31.5
Jackal,Weasel,68.5,31.5,31.5
Lich,Roper,31.5,68.5,31.5
Lizard,Scorpion,68.5,31.5,31.5
Lizardfolk,Thug,31.5,68.5,31.5
Magmin,Noble,68.5,31.5,31.5
Mummy Lord,Young Black Dragon,31.5,68.5,31.5
Ochre Jelly,Swarm of Quippers,31.5,68.5,31.5
Octopus,Poisonous Snake,68.5,31.5,31.5
Ogre,Ogre Zombie,31.5,68.5,31.5
Ogre,Pegasus,68.5,31.5,31.5
Orc,Phase Spider,31.5,68.5,31.5
Phase Spider,Warhorse,68.5,31.5,31.5
Pony,Priest,31.5,68.5,31.5
Pony,Scout,31.5,68.5,31.5
Rhinoceros,Veteran,68.5,31.5,31.5
Rhinoceros,"Weretiger, Human Form",31.5,68.5,31.5
Sahuagin,Scout,31.5,68.5,31.5
Swarm of Poisonous Snakes,Swarm of Quippers,31.5,68.5,31.5
Veteran,"Wereboar, Boar Form",31.5,68.5,31.5
Veteran,"Wereboar, Hybrid Form",31.5,68.5,31.5
Young Copper Dragon,Young Green Dragon,31.5,68.5,31.5
Ancient Copper Dragon,Dragon Turtle,31.0,69.0,31.0
Axe Beak,Black Bear,69.0,31.0,31.0
Azer,Swarm of Poisonous Snakes,69.0,31.0,31.0
Baboon,Commoner,31.0,69.0,31.0
Bandit,Ice Mephit,31.0,69.0,31.0
Bandit Captain,Giant Octopus,69.0,31.0,31.0
Barbed Devil,Unicorn,69.0,31.0,31.0
Basilisk,Blue Dragon Wyrmling,31.0,69.0,31.0
Basilisk,Bronze Dragon Wyrmling,69.0,31.0,31.0
Boar,Pseudodragon,69.0,31.0,31.0
Bugbear,Doppelganger,31.0,69.0,31.0
Bugbear,Griffon,31.0,69.0,31.0
Cat,Owl,69.0,31.0,31.0
Cockatrice,Constrictor Snake,69.0,31.0,31.0
Cockatrice,Giant Wasp,69.0,31.0,31.0
Cockatrice,Noble,69.0,31.0,31.0
Cockatrice,Panther,69.0,31.0,31.0
Constrictor Snake,Goblin,69.0,31.0,31.0
Constrictor Snake,Pony,69.0,31.0,31.0
Crab,Giant Fire Beetle,31.0,69.0,31.0
Crab,Scorpion,69.0,31.0,31.0
Cult Fanatic,Reef Shark,31.0,69.0,31.0
Darkmantle,Swarm of Rats,69.0,31.0,31.0
Darkmantle,"Wererat, Human Form",31.0,69.0,31.0
Deer,Giant Centipede,31.0,69.0,31.0
Deer,Poisonous Snake,69.0,31.0,31.0
Deva,Green Hag,69.0,31.0,31.0
Dire Wolf,Giant Elk,31.0,69.0,31.0
Dire Wolf,Succubus/Incubus,31.0,69.0,31.0
Djinni,Triceratops,69.0,31.0,31.0
Dretch,Giant Wasp,31.0,69.0,31.0
Dretch,Panther,31.0,69.0,31.0
Drider,Rhinoceros,31.0,69.0,31.0
Drow,Flying Sword,31.0,69.0,31.0
Drow,Giant Vulture,31.0,69.0,31.0
Duergar,Mage,69.0,31.0,31.0
Ettercap,Phase Spider,69.0,31.0,31.0
Fire Giant,Nalfeshnee,31.0,69.0,31.0
Flying Snake,Stirge,69.0,31.0,31.0
Flying Sword,Hobgoblin,69.0,31.0,31.0
Ghoul,Giant Bat,69.0,31.0,31.0
Ghoul,Lizardfolk,69.0,31.0,31.0
Giant Badger,Giant Wasp,31.0,69.0,31.0
Giant Badger,Panther,31.0,69.0,31.0
Giant Crocodile,Young White Dragon,31.0,69.0,31.0
Giant Eagle,Warhorse Skeleton,31.0,69.0,31.0
Giant Frog,Priest,31.0,69.0,31.0
Giant Goat,Warhorse,31.0,69.0,31.0
Giant Hyena,Saber-Toothed Tiger,31.0,69.0,31.0
Giant Owl,Warhorse,31.0,69.0,31.0
Giant Scorpion,"Werewolf, Hybrid Form",69.0,31.0,31.0
Giant Scorpion,"Werewolf, Wolf Form",69.0,31.0,31.0
Giant Sea Horse,Giant Wolf Spider,69.0,31.0,31.0
Giant Sea Horse,Scout,31.0,69.0,31.0
Giant Spider,Tiger,31.0,69.0,31.0
Giant Wasp,Goblin,69.0,31.0,31.0
Giant Wasp,Pony,69.0,31.0,31.0
Gibbering Mouther,Half-Red Dragon Veteran,31.0,69.0,31.0
Gibbering Mouther,Rhinoceros,69.0,31.0,31.0
Gibbering Mouther,Sea Hag,69.0,31.0,31.0
Gibbering Mouther,"Wereboar, Human Form",69.0,31.0,31.0
Goblin,Gray Ooze,31.0,69.0,31.0
Goblin,Magmin,31.0,69.0,31.0
Goblin,Zombie,31.0,69.0,31.0
Griffon,Rhinoceros,31.0,69.0,31.0
Guardian Naga,Shambling Mound,31.0,69.0,31.0
Ice Devil,Roper,69.0,31.0,31.0
Knight,Vampire Spawn,69.0,31.0,31.0
Kraken,Pit Fiend,31.0,69.0,31.0
Mage,Phase Spider,31.0,69.0,31.0
Merrow,Saber-Toothed Tiger,31.0,69.0,31.0
Mimic,Mummy,31.0,69.0,31.0
Nightmare,Ogre Zombie,69.0,31.0,31.0
Ochre Jelly,Phase Spider,69.0,31.0,31.0
Ochre Jelly,Will-o'-Wisp,31.0,69.0,31.0
Panther,Pony,69.0,31.0,31.0
Pegasus,Sea Hag,69.0,31.0,31.0
Red Dragon Wyrmling,Troll,69.0,31.0,31.0
Silver Dragon Wyrmling,Spirit Naga,31.0,69.0,31.0
Silver Dragon Wyrmling,Succubus/Incubus,69.0,31.0,31.0
Spy,"Wererat, Human Form",31.0,69.0,31.0
Aboleth,Djinni,30.5,69.5,30.5
Acolyte,Eagle,69.5,30.5,30.5
Adult Copper Dragon,Cloud Giant,30.5,69.5,30.5
Adult Green Dragon,Androsphinx,69.5,30.5,30.5
Ancient Brass Dragon,Pit Fiend,30.5,69.5,30.5
Archmage,Dire Wolf,69.5,30.5,30.5
Archmage,Veteran,30.5,69.5,30.5
Assassin,Hunter Shark,69.5,30.5,30.5
Axe Beak,Brass Dragon Wyrmling,30.5,69.5,30.5
Bandit,Mule,69.5,30.5,30.5
Basilisk,Ghost,30.5,69.5,30.5
Basilisk,Rhinoceros,30.5,69.5,30.5
Black Bear,Giant Frog,69.5,30.5,30.5
Black Bear,Swarm of Rats,30.5,69.5,30.5
Blink Dog,Giant Sea Horse,69.5,30.5,30.5
Bronze Dragon Wyrmling,Gargoyle,69.5,30.5,30.5
Bronze Dragon Wyrmling,Tiger,69.5,30.5,30.5
Brown Bear,Ghast,30.5,69.5,30.5
Cat,Lizard,69.5,30.5,30.5
Chimera,Chuul,69.5,30.5,30.5
Chimera,Killer Whale,30.5,69.5,30.5
Clay Golem,Young Green Dragon,30.5,69.5,30.5
Cloaker,Flesh Golem,30.5,69.5,30.5
Cockatrice,Giant Frog,69.5,30.5,30.5
Commoner,Hyena,30.5,69.5,30.5
Constrictor Snake,Giant Weasel,69.5,30.5,30.5
Deep Gnome (Svirfneblin),Satyr,30.5,69.5,30.5
Draft Horse,Flying Sword,69.5,30.5,30.5
Drider,Veteran,69.5,30.5,30.5
Drow,Hippogriff,30.5,69.5,30.5
Dryad,Pony,30.5,69.5,30.5
Flying Sword,Specter,30.5,69.5,30.5
Gargoyle,Wight,69.5,30.5,30.5
Ghost,Rhinoceros,69.5,30.5,30.5
Giant Constrictor Snake,Hunter Shark,69.5,30.5,30.5
Giant Crab,Ice Mephit,69.5,30.5,30.5
Giant Eagle,Swarm of Ravens,69.5,30.5,30.5
Giant Elk,Giant Octopus,69.5,30.5,30.5
Giant Goat,Hobgoblin,69.5,30.5,30.5
Giant Goat,Lion,30.5,69.5,30.5
Giant Goat,Specter,30.5,69.5,30.5
Giant Poisonous Snake,Hippogriff,30.5,69.5,30.5
Giant Poisonous Snake,Magmin,69.5,30.5,30.5
Giant Toad,Specter,69.5,30.5,30.5
Giant Wasp,Giant Weasel,69.5,30.5,30.5
Gibbering Mouther,Nightmare,30.5,69.5,30.5
Grick,Specter,69.5,30.5,30.5
Grick,"Werewolf, Hybrid Form",30.5,69.5,30.5
Grick,"Werewolf, Wolf Form",30.5,69.5,30.5
Half-Red Dragon Veteran,Sea Hag,69.5,30.5,30.5
Hezrou,Hydra,69.5,30.5,30.5
Hill Giant,Triceratops,30.5,69.5,30.5
Hobgoblin,Swarm of Ravens,30.5,69.5,30.5
Horned Devil,Stone Golem,30.5,69.5,30.5
Killer Whale,Water Elemental,69.5,30.5,30.5
Minotaur,"Vampire, Bat Form",30.5,69.5,30.5
Minotaur Skeleton,Wyvern,30.5,69.5,30.5
Plesiosaurus,Salamander,30.5,69.5,30.5
Polar Bear,Veteran,30.5,69.5,30.5
Shadow,Specter,30.5,69.5,30.5
Specter,"Wererat, Human Form",69.5,30.5,30.5
Specter,White Dragon Wyrmling,30.5,69.5,30.5
Specter,Will-o'-Wisp,30.5,69.5,30.5
"Vampire, Vampire Form",Water Elemental,69.5,30.5,30.5
Will-o'-Wisp,Worg,69.5,30.5,30.5
Young Brass Dragon,Young White Dragon,30.5,69.5,30.5
Adult Brass Dragon,Adult White Dragon,30.0,70.0,30.0
Adult Copper Dragon,Tyrannosaurus Rex,70.0,30.0,30.0
Adult Gold Dragon,Balor,30.0,70.0,30.0
Adult Red Dragon,Balor,30.0,70.0,30.0
Air Elemental,Giant Crocodile,30.0,70.0,30.0
Air Elemental,Green Hag,70.0,30.0,30.0
Ancient Brass Dragon,Ancient White Dragon,30.0,70.0,30.0
Ape,Harpy,30.0,70.0,30.0
Archmage,Hell Hound,70.0,30.0,30.0
Bandit,Constrictor Snake,30.0,70.0,30.0
Bandit,Giant Wasp,30.0,70.0,30.0
Bandit,Panther,30.0,70.0,30.0
Basilisk,Merrow,70.0,30.0,30.0
Berserker,Succubus/Incubus,70.0,30.0,30.0
Black Bear,Deep Gnome (Svirfneblin),30.0,70.0,30.0
Black Bear,Giant Vulture,30.0,70.0,30.0
Black Dragon Wyrmling,Worg,70.0,30.0,30.0
Blood Hawk,Giant Wolf Spider,30.0,70.0,30.0
Brass Dragon Wyrmling,Giant Owl,70.0,30.0,30.0
Bugbear,Giant Elk,30.0,70.0,30.0
Bulette,Horned Devil,30.0,70.0,30.0
Cat,Scorpion,70.0,30.0,30.0
Centaur,Ghast,70.0,30.0,30.0
Chain Devil,Salamander,70.0,30.0,30.0
Cockatrice,Cult Fanatic,30.0,70.0,30.0
Cockatrice,Imp,70.0,30.0,30.0
Couatl,Erinyes,30.0,70.0,30.0
Death Dog,Grick,30.0,70.0,30.0
Deer,Sprite,70.0,30.0,30.0
Dire Wolf,Veteran,30.0,70.0,30.0
Doppelganger,Gelatinous Cube,30.0,70.0,30.0
Draft Horse,"Wererat, Hybrid Form",70.0,30.0,30.0
Draft Horse,"Wererat, Rat Form",70.0,30.0,30.0
Dretch,Ice Mephit,30.0,70.0,30.0
Dust Mephit,Pony,70.0,30.0,30.0
Eagle,Lemure,30.0,70.0,30.0
Earth Elemental,Young Copper Dragon,70.0,30.0,30.0
Erinyes,Xorn,70.0,30.0,30.0
Flying Sword,Lion,30.0,70.0,30.0
Gelatinous Cube,"Wereboar, Human Form",30.0,70.0,30.0
Giant Ape,Gorgon,70.0,30.0,30.0
Giant Badger,Violet Fungus,70.0,30.0,30.0
